120
20
20
9.000000 10.000000 8.000000 8.000000 -1.000000 10.000000 -10.000000 -10.000000 -6.000000 7.000000 -2.000000 -2.000000 -8.000000 -10.000000 10.000000 -1.000000 -1.000000 6.000000 -4.000000 9.000000 
-142.000000 173.000000 -131.000000 143.000000 -9.000000 175.000000 181.000000 127.000000 -129.000000 -62.000000 -7.000000 -60.000000 -101.000000 -27.000000 142.000000 -180.000000 180.000000 -114.000000 -185.000000 197.000000 
-3.000000 -5.000000 -9.000000 9.000000 9.000000 1.000000 -7.000000 6.000000 5.000000 -6.000000 4.000000 6.000000 -6.000000 2.000000 6.000000 6.000000 4.000000 7.000000 7.000000 10.000000 
-190.000000 143.000000 -174.000000 -161.000000 167.000000 36.000000 183.000000 -135.000000 181.000000 -18.000000 134.000000 -161.000000 -46.000000 -197.000000 182.000000 73.000000 105.000000 90.000000 -0.000000 104.000000 
17.000000 0.000000 19.000000 10.000000 12.000000 0.000000 0.000000 0.000000 0.000000 5.000000 9.000000 0.000000 0.000000 0.000000 0.000000 20.000000 0.000000 16.000000 10.000000 0.000000 
0.000000 5.000000 0.000000 14.000000 0.000000 5.000000 0.000000 16.000000 0.000000 0.000000 0.000000 1.000000 19.000000 0.000000 7.000000 11.000000 18.000000 0.000000 0.000000 3.000000 
0.000000 15.000000 0.000000 0.000000 14.000000 18.000000 0.000000 4.000000 16.000000 17.000000 0.000000 4.000000 0.000000 0.000000 11.000000 0.000000 7.000000 0.000000 9.000000 0.000000 
19.000000 4.000000 15.000000 0.000000 18.000000 0.000000 8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 11.000000 2.000000 0.000000 1.000000 10.000000 0.000000 16.000000 13.000000 
0.000000 0.000000 17.000000 -1.000000 2.000000 15.000000 0.000000 8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 18.000000 11.000000 0.000000 0.000000 17.000000 0.000000 
11.000000 0.000000 0.000000 8.000000 0.000000 0.000000 0.000000 7.000000 18.000000 16.000000 5.000000 10.000000 14.000000 0.000000 5.000000 0.000000 0.000000 11.000000 16.000000 0.000000 
