120
20
20
-6.000000 7.000000 6.000000 -8.000000 2.000000 -2.000000 -1.000000 1.000000 -3.000000 -3.000000 -4.000000 -10.000000 -6.000000 -4.000000 1.000000 4.000000 -8.000000 -6.000000 -4.000000 2.000000 
129.000000 20.000000 -124.000000 133.000000 -156.000000 80.000000 32.000000 -54.000000 196.000000 -145.000000 -67.000000 -177.000000 48.000000 129.000000 -88.000000 -176.000000 -139.000000 5.000000 -140.000000 130.000000 
-3.000000 8.000000 -8.000000 4.000000 9.000000 -7.000000 5.000000 9.000000 3.000000 8.000000 7.000000 10.000000 7.000000 3.000000 -9.000000 1.000000 -7.000000 1.000000 -8.000000 2.000000 
32.000000 163.000000 -22.000000 -37.000000 1.000000 89.000000 -126.000000 10.000000 193.000000 -168.000000 1.000000 122.000000 53.000000 4.000000 -18.000000 98.000000 -116.000000 -187.000000 172.000000 -194.000000 
4.000000 0.000000 11.000000 0.000000 0.000000 0.000000 4.000000 0.000000 0.000000 20.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 19.000000 
0.000000 0.000000 0.000000 20.000000 0.000000 0.000000 17.000000 5.000000 7.000000 0.000000 19.000000 12.000000 20.000000 1.000000 0.000000 0.000000 0.000000 -1.000000 2.000000 0.000000 
0.000000 0.000000 0.000000 17.000000 0.000000 0.000000 2.000000 2.000000 0.000000 0.000000 14.000000 1.000000 19.000000 11.000000 8.000000 14.000000 0.000000 14.000000 0.000000 0.000000 
0.000000 -1.000000 0.000000 0.000000 0.000000 16.000000 0.000000 0.000000 20.000000 14.000000 0.000000 11.000000 0.000000 13.000000 2.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 12.000000 0.000000 19.000000 20.000000 0.000000 0.000000 0.000000 9.000000 0.000000 0.000000 6.000000 0.000000 10.000000 16.000000 0.000000 0.000000 0.000000 3.000000 0.000000 
0.000000 0.000000 0.000000 17.000000 0.000000 15.000000 9.000000 -1.000000 0.000000 0.000000 1.000000 0.000000 14.000000 0.000000 0.000000 16.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 19.000000 0.000000 14.000000 12.000000 0.000000 0.000000 0.000000 0.000000 17.000000 0.000000 8.000000 17.000000 0.000000 3.000000 0.000000 0.000000 0.000000 
