60
10
10
-7.000000 -8.000000 10.000000 -4.000000 3.000000 -6.000000 -1.000000 5.000000 7.000000 -5.000000 
23.000000 -61.000000 -71.000000 -157.000000 183.000000 -37.000000 155.000000 -103.000000 83.000000 103.000000 
9.000000 -9.000000 -2.000000 -3.000000 5.000000 -3.000000 3.000000 -3.000000 3.000000 -5.000000 
-192.000000 97.000000 194.000000 195.000000 43.000000 20.000000 75.000000 161.000000 -147.000000 -59.000000 
7.000000 20.000000 16.000000 0.000000 0.000000 0.000000 20.000000 12.000000 0.000000 2.000000 
8.000000 0.000000 0.000000 0.000000 0.000000 18.000000 0.000000 18.000000 8.000000 0.000000 
14.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 16.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 9.000000 0.000000 0.000000 0.000000 
13.000000 7.000000 18.000000 0.000000 10.000000 0.000000 0.000000 18.000000 19.000000 0.000000 
6.000000 17.000000 0.000000 0.000000 0.000000 0.000000 20.000000 0.000000 3.000000 0.000000 
0.000000 8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 18.000000 7.000000 
0.000000 16.000000 0.000000 6.000000 0.000000 0.000000 5.000000 0.000000 18.000000 19.000000 
0.000000 0.000000 0.000000 12.000000 0.000000 -1.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 7.000000 0.000000 0.000000 0.000000 10.000000 0.000000 0.000000 0.000000 
-1.000000 0.000000 15.000000 2.000000 0.000000 9.000000 20.000000 0.000000 13.000000 13.000000 
0.000000 6.000000 -1.000000 1.000000 0.000000 6.000000 0.000000 0.000000 15.000000 0.000000 
2.000000 0.000000 0.000000 0.000000 19.000000 19.000000 0.000000 12.000000 5.000000 10.000000 
5.000000 0.000000 0.000000 9.000000 0.000000 0.000000 0.000000 0.000000 4.000000 0.000000 
0.000000 0.000000 0.000000 12.000000 1.000000 11.000000 0.000000 0.000000 0.000000 19.000000 
9.000000 0.000000 0.000000 11.000000 0.000000 11.000000 0.000000 0.000000 0.000000 10.000000 
0.000000 9.000000 19.000000 0.000000 12.000000 0.000000 0.000000 0.000000 2.000000 11.000000 
7.000000 0.000000 11.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.000000 0.000000 
0.000000 10.000000 0.000000 0.000000 19.000000 0.000000 0.000000 0.000000 0.000000 13.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
-1 0 0 0 0 0 0 0 0 0 
0 -1 0 0 0 0 0 0 0 0 
0 0 -1 0 0 0 0 0 0 0 
0 0 0 -1 0 0 0 0 0 0 
0 0 0 0 -1 0 0 0 0 0 
0 0 0 0 0 -1 0 0 0 0 
0 0 0 0 0 0 -1 0 0 0 
0 0 0 0 0 0 0 -1 0 0 
0 0 0 0 0 0 0 0 -1 0 
0 0 0 0 0 0 0 0 0 -1 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
11.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 16.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 2.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 18.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 10.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 18.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 9.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
