100
30
10
-0.950000 5.800000 -9.130000 -1.990000 -7.380000 8.780000 -6.860000 0.300000 4.410000 2.480000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
-8.740000 31.120000 61.400000 199.280000 -78.600000 0.500000 -10.510000 9.350000 19.010000 25.620000 
-0.560000 -9.840000 -9.480000 -3.600000 -8.990000 9.390000 3.670000 4.510000 4.930000 3.080000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
29.400000 -130.420000 186.650000 -78.340000 55.350000 2.920000 -11.530000 -3.630000 -9.590000 9.440000 
9.830000 17.840000 4.690000 -0.210000 13.370000 4.590000 12.240000 13.960000 17.400000 13.440000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
19.290000 17.230000 2.600000 14.150000 12.890000 3.680000 11.430000 19.760000 15.010000 5.100000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.400000 12.570000 3.200000 12.600000 0.820000 17.900000 4.540000 3.560000 1.520000 0.490000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5.670000 6.540000 3.990000 2.520000 18.830000 12.980000 9.230000 5.440000 11.780000 10.550000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
7.060000 2.620000 2.650000 4.790000 15.980000 1.880000 4.990000 6.790000 2.920000 3.630000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
7.290000 17.340000 2.720000 19.280000 6.810000 11.590000 -0.410000 5.710000 7.620000 11.180000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5.980000 6.140000 13.920000 3.750000 9.150000 15.220000 13.370000 -0.090000 17.140000 9.940000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
16.670000 2.990000 16.370000 0.180000 15.550000 12.110000 -0.430000 9.770000 4.800000 19.480000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.360000 12.080000 19.810000 5.700000 0.170000 4.930000 0.160000 17.970000 4.610000 4.870000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
16.190000 4.880000 10.450000 2.490000 6.290000 9.540000 7.560000 4.980000 7.650000 17.470000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
19.990000 6.770000 8.450000 2.610000 4.470000 14.190000 17.880000 15.880000 19.580000 0.480000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
