200
60
20
-7.890000 5.030000 7.950000 -2.870000 3.690000 7.890000 9.170000 7.820000 -2.920000 -1.200000 -3.770000 -0.990000 -6.590000 -2.980000 -2.390000 6.870000 -0.850000 -7.930000 4.760000 -3.410000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
33.110000 5.100000 -33.540000 34.240000 49.270000 -21.760000 5.270000 34.230000 22.640000 -37.100000 -45.340000 -9.790000 -15.040000 16.040000 45.270000 41.600000 0.440000 -36.200000 -10.740000 28.210000 
-1.790000 4.590000 7.020000 2.890000 1.090000 1.300000 1.650000 -4.610000 2.730000 -5.220000 1.270000 -0.150000 -6.980000 -0.050000 2.320000 -8.840000 -5.310000 -5.150000 -7.920000 5.560000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 
37.610000 -1.790000 3.890000 38.360000 2.950000 33.620000 -37.650000 -9.190000 17.650000 -21.590000 41.070000 26.760000 6.920000 9.340000 44.380000 -12.610000 -45.910000 -45.870000 14.900000 21.420000 
0.360000 13.390000 9.400000 5.380000 3.220000 13.980000 17.300000 13.170000 10.670000 7.140000 9.440000 2.890000 1.030000 11.430000 15.320000 1.910000 4.280000 17.000000 -0.530000 15.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
12.970000 11.210000 9.500000 6.460000 4.670000 18.470000 9.700000 15.040000 4.380000 5.940000 -0.040000 18.450000 4.080000 13.720000 13.310000 6.290000 18.960000 15.680000 16.460000 -0.890000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.380000 10.070000 7.500000 18.390000 2.950000 -0.630000 15.590000 6.850000 2.830000 5.250000 4.380000 3.600000 0.950000 1.760000 2.110000 14.020000 2.540000 19.160000 7.910000 4.900000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
10.980000 13.560000 11.850000 6.800000 1.390000 3.050000 12.140000 4.450000 15.740000 4.740000 12.750000 6.050000 17.760000 10.050000 1.190000 17.030000 7.930000 13.950000 10.150000 8.650000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
9.660000 4.600000 11.760000 8.500000 3.720000 17.700000 4.110000 3.130000 5.310000 6.240000 0.850000 16.730000 1.150000 10.650000 7.640000 2.050000 1.580000 7.170000 14.350000 5.650000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
11.810000 1.300000 5.750000 1.820000 14.380000 -0.610000 1.480000 1.260000 16.430000 5.820000 5.810000 0.860000 13.650000 2.770000 16.160000 1.360000 -0.730000 13.400000 14.020000 10.310000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
